Name,OrderNumber,EliteResource1,EliteResourceMinDrop1,EliteResourceMaxDrop1,EliteResource2,EliteResourceMinDrop2,EliteResourceMaxDrop2,TID,TID2,Building,EventType,MocoEvent,EventTID,GraphicsAsset,AnimationSet,IconAsset,CharacterType,LootZ,Health,MovementSpeed,AggroRadius,ChainAggroRadius,HasDungeonDeAggro,AlertTimeMs,DeathTimeMs,DespawnTimeMs,TurnToMonsterTimeMs,ConsumeOtherMonsterTimeMs,MonsterCelebrateTimeMs,AmbushFromGroundTimeMs,SpawnTimeMs,StunPreTimeMs,StunRecoveryTimeMs,Behavior,Weapon,Gear1,Gear2,Gear3,Gear4,Gear1Stage2,Gear2Stage2,Gear3Stage2,Gear4Stage2,Gear1Stage3,Gear2Stage3,Gear3Stage3,Gear4Stage3,Stage2HealthPercent,Stage3HealthPercent,DeathSkill,EatsFood,CollisionRadius,CollisionRadiusAgainstAttacks,Scale,UiScale,FitToBoxScale,MovementAnimationSpeed,HealthBarZOffset,HealthBarScale,HealthBarFollowBone,SpawnEffect,DespawnEffect,TurnToMonsterEffect,PushBackDeathEffectLong,PushBackDeathEffectShort,DeathEffect,DeathEffect2,HitEffect,PortalSpawnEffect,EffectZ,LoopingEffect,EliteLoopingEffect,LoopingEffectOffset,LootProfile,UseColorMod,RedAdd,GreenAdd,BlueAdd,RedMul,GreenMul,BlueMul,TurnToCharacter,TurnToCharacterChancePermille,ShouldInheritHealthOnTurnToCharacter,DynamicEnemySpawningAmount,ProtectTimeSec,ReleaseSpawnPointSeconds,BotVisibilityBoost,ExpireTimeMs,JumpGravity,BlockForQuest,ImmuneToStun,DynamicHealth,SpeechBubbleOpenEffect,SpeechBubbleCloseEffect,Level,RotationSpeed,CanMoveWhenRotating,StaticRotationAllowed,LootDelayMs,ForceShowOnMap,IsChaosMonster,ForcedTarget
,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingWeakMeleeTutorial,1009,,,,,,,TID_DRAGONLING_MELEE_SMALL,,,Tutorial_1,,,sc3d/pf_dragonling_weakmelee_small_tutorial,,,Normal,,140,350,350,300,,360,,2000,,,1000,1100,1100,300,300,Default,DragonlingWeakMeleeSmallWeaponTutorial,,,,,,,,,,,,,,,,,16,16,120,100,220,125,9,100,healthbar_s,fx/effect/teleport,fx/effect/p_death,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,DragonlingWeakMeleeTutorial,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingWeakMeleeSmall,1009,,,,,,,TID_DRAGONLING_MELEE_SMALL,,,,,,sc3d/pf_dragonling_weakmelee_small,,,Normal,,361,350,350,300,,360,,,,,1000,1100,1100,300,300,Default,DragonlingWeakMeleeSmallWeapon,,,,,,,,,,,,,,,,,16,16,120,100,220,125,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,Weak,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingWeakMelee,1009,,,,,,,TID_DRAGONLING_MELEE,,,,,,sc3d/pf_dragonling_weakmelee_base,,,Normal,,1063,350,350,300,,360,,,,,1000,1100,1100,300,300,Default,DragonlingWeakMeleeWeapon,,,,,,,,,,,,,,,,,16,24,150,100,220,,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,WeakMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingWeakMeleeHard,1009,,,,,,,TID_DRAGONLING_MELEE_LARGE,,,,,,sc3d/pf_dragonling_weakmelee_hard,,,Normal,,1063,350,350,300,,360,,,,,1000,1100,1100,300,300,Default,DragonlingWeakMeleeWeaponHard,,,,,,,,,,,,,,,,,16,24,150,100,220,,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,WeakMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingWeakMeleeElite,1009,,,,,,,TID_DRAGONLING_MELEE_ELITE,,,,,,sc3d/pf_dragonling_weakmelee_hard,,,Normal,,1063,350,350,300,,360,,,,,1000,1100,1100,300,300,Default,DragonlingWeakMeleeWeaponElite,,,,,,,,,,,,,,,,,16,24,150,100,220,,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,WeakMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingWeakRangedTutorial,1008,,,,,,,TID_DRAGONLING_RANGED_SMALL,,,,,,sc3d/pf_dragonling_weakranged_small_tutorial,,,Normal,,140,350,350,300,,360,,,,,1000,1100,1100,300,300,AvoidPlayerShort,DragonlingWeakRangedSmallWeaponTutorial,,,,,,,,,,,,,,,,,16,16,100,100,220,120,9,100,healthbar_s,fx/effect/teleport,fx/effect/p_death,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,DragonlingWeakMeleeTutorial,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingWeakRangedSmall,1008,,,,,,,TID_DRAGONLING_RANGED_SMALL,,,,,,sc3d/pf_dragonling_weakranged_small,,,Normal,,298,350,350,300,,360,,,,,1000,1100,1100,300,300,AvoidPlayerShort,DragonlingWeakRangedSmallWeapon,,,,,,,,,,,,,,,,,16,16,100,100,220,120,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,Weak,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingWeakRanged,1008,,,,,,,TID_DRAGONLING_RANGED,,,,,,sc3d/pf_dragonling_weakranged_base,,,Normal,,638,350,350,300,,360,,,,,1000,1100,1100,300,300,AvoidPlayerShort,DragonlingWeakRangedWeapon,,,,,,,,,,,,,,,,,16,20,120,100,220,,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,WeakMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingWeakRangedHard,1008,,,,,,,TID_DRAGONLING_RANGED_LARGE,,,,,,sc3d/pf_dragonling_weakranged_hard,,,Normal,,850,350,350,300,,360,,,,,1000,1100,1100,300,300,AvoidPlayerShort,DragonlingWeakRangedWeaponHard,,,,,,,,,,,,,,,,,16,20,120,100,220,,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,WeakMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingWeakRangedElite,1008,,,,,,,TID_DRAGONLING_RANGED_ELITE,,,,,,sc3d/pf_dragonling_weakranged_hard,,,Normal,,850,350,350,300,,360,,,,,1000,1100,1100,300,300,AvoidPlayerShort,DragonlingWeakRangedWeaponElite,,,,,,,,,,,,,,,,,16,20,120,100,220,,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,WeakMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongCharger,508,,,,,,,TID_DRAGONLING_CHARGER,,,,,,sc3d/pf_dragonling_strongcharger_base,,,Strong,50,4250,450,350,300,,400,,,,,1500,1100,1100,300,300,Default,DragonlingStrongChargerRadialWeapon,DragonlingStrongChargerCharge,,,,,,,,,,,,,,,,28,46,125,110,180,,15,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_charger/enemy_dragonling_charger_die_vo,fmod_studio_sounds/characters/dragonling_charger/enemy_dragonling_charger_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,StrongLarge,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongChargerHard,508,,,,,,,TID_DRAGONLING_CHARGER2,,,,,,sc3d/pf_dragonling_strongcharger_hard,,,Strong,50,6375,450,350,300,,400,,,,,1500,1100,1100,300,300,Default,DragonlingStrongChargerRadialWeaponHard,DragonlingStrongChargerChargeHard,,,,,,,,,,,,,,,,28,46,125,110,180,,15,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_charger/enemy_dragonling_charger_die_vo,fmod_studio_sounds/characters/dragonling_charger/enemy_dragonling_charger_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,StrongLarge,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongChargerElite,508,,,,,,,TID_DRAGONLING_CHARGER_ELITE,,,,,,sc3d/pf_dragonling_strongcharger_hard,,,Strong,50,6375,450,350,300,,400,,,,,1500,1100,1100,300,300,Default,DragonlingStrongChargerStrongRadialWeaponElite,DragonlingStrongChargerChargeElite,,,,,,,,,,,,,,,,28,46,125,110,180,,15,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_charger/enemy_dragonling_charger_die_vo,fmod_studio_sounds/characters/dragonling_charger/enemy_dragonling_charger_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,StrongLarge,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongChargerV2,508,,,,,,,TID_DRAGONLING_CHARGER_LARGE,,,,,,sc3d/pf_dragonling_strongcharger_frost,,,Strong,50,4250,450,350,300,,400,,,,,1500,1100,1100,300,300,Default,DragonlingStrongChargerV2RadialWeapon,DragonlingStrongChargerV2Charge,,,,,,,,,,,,,,,,28,46,125,110,180,,15,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_charger/enemy_dragonling_charger_die_vo,fmod_studio_sounds/characters/dragonling_charger/enemy_dragonling_charger_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,StrongLarge,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongHealer,507,,,,,,,TID_DRAGONLING_HEALER,,,,,,sc3d/pf_dragonling_stronghealer_base,,,Strong,50,2125,350,350,300,,500,,,,,,1100,1100,350,350,FindOtherEnemies,DragonlingStrongHealerRangedWeapon,DragonlingStrongHealerAoeHeal,,,,,,,,,,,,,,,,28,40,240,180,280,,16,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_death,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_hit,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,StrongMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongHealerHard,507,,,,,,,TID_DRAGONLING_HEALER_HARD,,,,,,sc3d/pf_dragonling_stronghealer_base,,,Strong,50,3188,350,350,300,,500,,,,,,1100,1100,350,350,FindOtherEnemies,DragonlingStrongHealerRangedWeaponHard,DragonlingStrongHealerAoeHealHard,,,,,,,,,,,,,,,,28,40,240,180,280,,16,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_death,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_hit,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,StrongMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongJumperTutorial,509,,,,,,,TID_DRAGONLING_TUTORIAL_MONSTER,,,,,,sc3d/pf_dragonling_strongjumper_tutorial,,,Strong,50,584,450,350,300,,400,,,,,1500,1100,500,300,300,Default,DragonlingStrongJumperPiercingWeaponTutorial,DragonlingStrongJumperJumpTutorial,,,,,,,,,,,,,,,,28,32,190,160,270,130,15,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_die_vo,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,DragonlingJumperTutorial,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongJumperSmall,509,,,,,,,TID_DRAGONLING_JUMPER_SMALL,,,,,,sc3d/pf_dragonling_strongjumper_small,,,Strong,50,2699,450,350,300,,400,,,,,1500,1100,500,300,300,Default,DragonlingStrongJumperPiercingWeaponSmall,DragonlingStrongJumperJumpSmall,DragonlingStrongJumperJumpAmbushSmall,,,,,,,,,,,,,,,28,32,190,160,270,130,15,100,healthbar_s,fx/effect/ps_spawn_slime_small_01,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_die_vo,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,Strong,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongJumper,509,,,,,,,TID_DRAGONLING_JUMPER,,,,,,sc3d/pf_dragonling_strongjumper_base,,,Strong,50,2125,450,350,300,,400,,,,,1500,1100,500,300,300,Default,DragonlingStrongJumperPiercingWeapon,DragonlingStrongJumperJump,DragonlingStrongJumperJumpAmbush,,,,,,,,,,,,,,,28,40,190,160,270,130,15,100,healthbar_s,fx/effect/ps_spawn_slime_small_01,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_die_vo,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,Strong,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
DragonlingStrongJumperHard,509,,,,,,,TID_DRAGONLING_JUMPER_HARD,,,,,,sc3d/pf_dragonling_strongjumper_hard,,,Strong,50,3188,450,350,300,,400,,,,,1500,1100,500,300,300,Default,DragonlingStrongJumperPiercingWeaponHard,DragonlingStrongJumperJumpHard,DragonlingStrongJumperJumpAmbushHard,,,,,,,,,,,,,,,28,40,190,160,270,130,15,100,healthbar_s,fx/effect/ps_spawn_slime_small_01,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_die_vo,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,Strong,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
